615493183454838784,эта,0
615493183454838784,книга,1
615493183454838784,адресована,2
615493183454838784,всем,3
615493183454838784,кто,4
615493183454838784,изучает,5
615493183454838784,русский,6
615493183454838784,язык,7
615493183454838784,но,8
615493183454838784,состоит,9
615493183454838784,она,10
615493183454838784,не,11
615493183454838784,из,12
615493183454838784,правил,13
615493183454838784,упражнений,14
615493183454838784,и,15
615493183454838784,учебных,16
615493183454838784,текстов,17
615493183454838784,для,18
615493183454838784,этого,19
615493183454838784,созданы,20
615493183454838784,другие,21
615493183454838784,замечательные,22
615493183454838784,учебники,23
615493183454838784,у,24
615493183454838784,этой,25
615493183454838784,книги,26
615493183454838784,совсем,27
615493183454838784,иная,28
615493183454838784,задача,29
615493183454838784,поможет,30
615493183454838784,вам,31
615493183454838784,научиться,32
615493183454838784,только,33
615493183454838784,разговаривать,34
615493183454838784,размышлять,35
615493183454838784,по,36
615493183454838784,русски,37
615493183454838784,которую,38
615493183454838784,вы,39
615493183454838784,держите,40
615493183454838784,в,41
615493183454838784,руках,42
615493183454838784,составлена,43
615493183454838784,афоризмов,44
615493183454838784,размышлений,45
615493183454838784,великих,46
615493183454838784,мыслителей,47
615493183454838784,писателей,48
615493183454838784,поэтов,49
615493183454838784,философов,50
615493183454838784,общественных,51
615493183454838784,деятелей,52
615493183454838784,различных,53
615493183454838784,эпох,54
615493183454838784,их,55
615493183454838784,мысли,56
615493183454838784,о,57
615493183454838784,тех,58
615493183454838784,вопросах,59
615493183454838784,которые,60
615493183454838784,перестают,61
615493183454838784,волновать,62
615493183454838784,человечество,63
615493183454838784,можете,64
615493183454838784,соглашаться,65
615493183454838784,или,66
615493183454838784,с,67
615493183454838784,тем,68
615493183454838784,что,69
615493183454838784,прочитаете,70
615493183454838784,книге,71
615493183454838784,возможно,72
615493183454838784,покажется,73
615493183454838784,какие,74
615493183454838784,то,75
615493183454838784,уже,76
615493183454838784,устарели,77
615493183454838784,должны,78
615493183454838784,обязательно,79
615493183454838784,подумать,80
615493183454838784,обосновать,81
615493183454838784,почему,82
615493183454838784,так,83
615493183454838784,считаете,84
615493183454838784,а,85
615493183454838784,еще,86
615493183454838784,узнаете,87
615493183454838784,почувствуете,88
615493183454838784,как,89
615493183454838784,прекрасно,90
615493183454838784,звучат,91
615493183454838784,слова,92
615493183454838784,любви,93
615493183454838784,сострадания,94
615493183454838784,мудрости,95
615493183454838784,доброты,96
615493183454838784,на,97
615493183454838784,русском,98
615493183454838784,языке,99
615493183454838784,абоба,100
615493183454838784,иваи,101
615493183454838784,привет,102
615493183454838784,пока,103
615493183454838784,ты,104
615493183454838784,поживаешь,105
