10,127
11,127
12,127
13,127
14,127
15,127
16,127
17,127
18,127
19,127
20,127
21,127
22,127
23,127
24,127
25,127
26,127
27,127
28,127
29,127
30,127
31,127
32,127
33,127
34,127
35,127
36,127
37,127
38,127
39,127
40,127
41,127
42,127
44,127
45,127
46,127
47,127
48,127
49,127
50,127
51,127
52,127
53,127
54,127
55,127
56,127
57,127
58,127
59,127
60,127
61,127
62,127
63,127
64,127
65,127
66,127
67,127
68,127
69,127
70,127
71,127
72,127
73,131
74,131
75,131
76,131
77,131
79,133
83,139
84,139
85,139
86,139
87,139
88,139
89,139
90,139
91,139
92,139
93,139
94,139
95,139
96,139
97,139
98,139
99,139
101,139
102,139
103,139
104,139
105,139
106,139
107,139
108,139
109,139
110,139
111,139
112,139
113,139
114,139
115,139
116,139
117,139
120,139
121,139
122,139
127,147
129,146
130,146
131,146
132,146
133,146
134,146
135,146
136,146
138,146
139,146
140,146
141,146
142,146
143,146
144,146
145,146
146,146
147,146
148,145
149,145
150,145
151,145
152,145
153,145
154,145
155,145
156,145
157,145
158,145
159,145
160,145
161,145
162,145
163,145
164,145
165,145
166,145
167,145
168,145
169,145
170,145
171,145
172,145
173,145
174,145
175,145
176,145
177,145
178,145
179,145
180,145
181,145
189,146
190,146
191,148
192,148
198,146
199,146
200,146
201,146
202,146
203,146
204,146
205,146
206,146
207,146
208,146
209,146
210,146
211,146
212,146
213,146
214,146
215,146
216,146
217,146
218,146
219,146
220,146
221,146
222,146
223,146
224,146
225,146
226,146
227,146
228,146
229,146
230,146
231,146
232,146
233,146
234,146
236,146
237,146
238,146
239,146
240,146
241,146
242,146
243,146
244,146
245,146
246,146
247,146
248,146
249,146
250,146
251,146
252,146
253,146
254,146
255,146
256,146
257,146
258,146
259,146
260,146
261,146
262,146
263,146
264,146
265,146
266,146
267,146
268,146
269,146
270,146
271,146
273,146
274,146
275,146
276,146
277,146
278,146
279,146
280,146
281,146
282,146
287,146
288,146
295,146
296,146
297,146
298,146
299,146
300,146
301,146
302,146
303,146
304,146
305,146
306,146
312,153
313,153
315,155
316,155
317,155
318,155
319,155
320,155
321,155
322,155
323,155
324,155
325,155
326,155
327,155
328,155
329,155
330,155
331,155
332,155
333,155
334,155
335,155
336,155
337,155
338,155
339,155
340,155
341,155
342,155
343,155
344,155
345,155
346,155
347,155
348,155
349,155
